pair_id,SMILES_Solute,SMILES_Solvent,Solute_name,Solvent_name,Total_conformers,Filtered_conformers,Temperature_K,LogS,Compound_Name,Solvent
1750.0,Cc1c(C(=O)/C=C/c2ccccc2)[n+](=O)c2ccccc2n1[O-],CC(C)O,mol_1750_solute_opt,mol_1750_solvent_opt,50,34,283.15,-2.9682496686204867,Quinocetone,isopropanol
1751.0,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,CC(C)O,mol_1751_solute_opt,mol_1751_solvent_opt,50,29,278.15,-1.711787283585014,Curcumin,isopropanol
1752.0,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,CC(C)O,mol_1752_solute_opt,mol_1752_solvent_opt,50,32,293.15,-3.0794872209650923,Lenalidomide,isopropanol
1753.0,CCCc1cc(=O)[nH]c(=S)[nH]1,CC(C)O,mol_1753_solute_opt,mol_1753_solvent_opt,50,37,278.15,-1.6857520123412133,Propylthiouracil,isopropanol
1754.0,c1ccc2c(c1)CCc1ccccc1N2,CC(C)O,mol_1754_solute_opt,mol_1754_solvent_opt,50,38,283.15,-2.2273834442467835,Iminodibenzyl,isopropanol
1755.0,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],CC(C)O,mol_1755_solute_opt,mol_1755_solvent_opt,50,35,283.15,-1.803889533067492,Dinitolmide,isopropanol
1756.0,O=c1cc(O)c(Cl)c[nH]1,CC(C)O,mol_1756_solute_opt,mol_1756_solvent_opt,50,40,283.15,-1.4943483735358667,Gimeracil,isopropanol
1757.0,O=C1NS(=O)(=O)c2ccccc21,CC(C)O,mol_1757_solute_opt,mol_1757_solvent_opt,50,44,278.15,-1.2927511291900742,Saccharin,isopropanol
1758.0,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,CC(C)O,mol_1758_solute_opt,mol_1758_solvent_opt,50,29,288.15,-2.0272401568793312,Naftopidil,isopropanol
1759.0,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,CC(C)O,mol_1759_solute_opt,mol_1759_solvent_opt,50,25,278.15,-4.075825574135374,Aripiprazole,isopropanol
1760.0,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],CC(C)O,mol_1760_solute_opt,mol_1760_solvent_opt,50,33,278.15,-1.7683708562041072,Musk xylene,isopropanol
1761.0,Cn1nnc2c(C(N)=O)ncn2c1=O,CC(C)O,mol_1761_solute_opt,mol_1761_solvent_opt,50,43,273.15,-3.531678011554818,Temozolomide,isopropanol
1762.0,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,CC(C)O,mol_1762_solute_opt,mol_1762_solvent_opt,50,36,273.15,-3.571554158095521,Fenbendazole,isopropanol
1763.0,O=P1(O)Oc2ccc3ccccc3c2-c2c(ccc3ccccc23)O1,CC(C)O,mol_1763_solute_opt,mol_1763_solvent_opt,50,31,288.15,-1.349831276127436,"1,1′-binaphthyl-2,2′-diyl hydrogenphosphate",isopropanol
1764.0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,CC(C)O,mol_1764_solute_opt,mol_1764_solvent_opt,50,28,278.15,-1.8636141799483008,Amoxicillin,isopropanol
1765.0,O=Cc1cc([N+](=O)[O-])ccc1O,CC(C)O,mol_1765_solute_opt,mol_1765_solvent_opt,50,40,273.15,-1.580780165676366,5-nitrosalicylaldehyde,isopropanol
1766.0,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,CC(C)O,mol_1766_solute_opt,mol_1766_solvent_opt,50,37,278.15,-3.038290569485266,5-nitrofurazone,isopropanol
1767.0,Oc1ccc(OCc2ccccc2)cc1,CC(C)O,mol_1767_solute_opt,mol_1767_solvent_opt,50,39,283.15,-0.5332777198909429,Monobenzone,isopropanol
1768.0,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,CC(C)O,mol_1768_solute_opt,mol_1768_solvent_opt,50,37,278.15,-3.493908872253792,Rebamipide,isopropanol
1769.0,O=c1[nH]c(=O)n(C2CCCO2)cc1F,CC(C)O,mol_1769_solute_opt,mol_1769_solvent_opt,50,39,273.15,-1.9392381417684847,β tegafur,isopropanol
1770.0,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,CC(C)O,mol_1770_solute_opt,mol_1770_solvent_opt,50,31,273.15,-2.0676522355269444,Doxofylline,isopropanol
1771.0,O=c1ccc(-c2ccccc2)n[nH]1,CC(C)O,mol_1771_solute_opt,mol_1771_solvent_opt,50,37,278.15,-1.261164650744503,6-phenyl-3(2H)-pyridazinone,isopropanol
1772.0,N#Cc1ccc2c(c1)OCO2,CC(C)O,mol_1772_solute_opt,mol_1772_solvent_opt,50,42,278.15,-1.199925615461807,Piperonylonitrile,isopropanol
1773.0,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,CC(C)O,mol_1773_solute_opt,mol_1773_solvent_opt,50,22,288.15,-3.0945415371800253,Apixaban,isopropanol
1774.0,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,CC(C)O,mol_1774_solute_opt,mol_1774_solvent_opt,50,24,283.15,-1.696351848004943,Bezafibrate,isopropanol
1775.0,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,CC(C)O,mol_1775_solute_opt,mol_1775_solvent_opt,50,38,283.15,-3.005968412799944,Rutaecarpine,isopropanol
1776.0,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,CC(C)O,mol_1776_solute_opt,mol_1776_solvent_opt,50,35,278.15,-0.9800843424101012,Clotrimazole,isopropanol
1777.0,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,CC(C)O,mol_1777_solute_opt,mol_1777_solvent_opt,50,29,278.15,-0.8016797944771898,Nimodipine,isopropanol
1778.0,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,CC(C)O,mol_1778_solute_opt,mol_1778_solvent_opt,50,39,278.15,-2.6917187908578155,Benorilate,isopropanol
1779.0,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CC(C)O,mol_1779_solute_opt,mol_1779_solvent_opt,50,27,273.15,-2.5179857937291383,Linagliptin,isopropanol
1780.0,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,CC(C)O,mol_1780_solute_opt,mol_1780_solvent_opt,50,20,288.15,-3.906594634511209,Pazopanib,isopropanol
1781.0,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,CC(C)O,mol_1781_solute_opt,mol_1781_solvent_opt,50,41,273.15,-3.201991976704667,Macitentan,isopropanol
1782.0,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,CC(C)O,mol_1782_solute_opt,mol_1782_solvent_opt,50,26,278.15,-5.514748737909529,Pomalidomide,isopropanol
1783.0,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CC(C)O,mol_1783_solute_opt,mol_1783_solvent_opt,50,34,278.15,-1.4320068438994489,Clozapine,isopropanol
1784.0,CC(=O)Nc1ccc(C(=O)O)cc1,CC(C)O,mol_1784_solute_opt,mol_1784_solvent_opt,50,39,283.15,-1.1392057075152893,p-acetamidobenzoic acid,isopropanol
1785.0,Clc1ncnc2[nH]ccc12,CC(C)O,mol_1785_solute_opt,mol_1785_solvent_opt,50,44,278.15,-0.8841174559451601,6-chloro-7-azapurine,isopropanol
1786.0,CCOc1ccccc1C(N)=O,CC(C)O,mol_1786_solute_opt,mol_1786_solvent_opt,50,35,293.15,-0.8925589504023344,Ethenzamide,isopropanol
1787.0,O=C(O)COc1ccc(Cl)cc1Cl,CC(C)O,mol_1787_solute_opt,mol_1787_solvent_opt,50,36,278.15,-0.2302949546204853,"2,4-dichlorophenoxyacetic acid",isopropanol
1788.0,S=C(Nc1ccccc1)Nc1ccccc1,CC(C)O,mol_1788_solute_opt,mol_1788_solvent_opt,50,32,283.15,-1.949630703028868,"N,N'-diphenyl thiourea (DPTU)",isopropanol
1789.0,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CC(C)O,mol_1789_solute_opt,mol_1789_solvent_opt,50,32,278.15,-0.0847998007041863,Flutamide,isopropanol
1790.0,c1ccc2[nH]c(-c3cscn3)nc2c1,CC(C)O,mol_1790_solute_opt,mol_1790_solvent_opt,50,39,283.15,-2.0450303679628354,Thiabendazole,isopropanol
1791.0,CC(CO)(CO)C(=O)O,CC(C)O,mol_1791_solute_opt,mol_1791_solvent_opt,50,35,288.15,-1.0000102501087342,Dimethylolpropionic acid,isopropanol
1792.0,O=c1cc(CBr)c2ccccc2[nH]1,CC(C)O,mol_1792_solute_opt,mol_1792_solvent_opt,50,39,278.15,-2.694567068091364,4-(bromomethyl)-2(1H)-quinolinone,isopropanol
1793.0,O=C1CCc2cc(O)ccc2N1,CC(C)O,mol_1793_solute_opt,mol_1793_solvent_opt,50,42,278.15,-1.6068575354726695,"6-hydroxy-3,4-dihydro-2(1H)-quinolone",isopropanol
1794.0,O=c1cc(CO)occ1O,CC(C)O,mol_1794_solute_opt,mol_1794_solvent_opt,50,37,278.15,-1.5471710365531672,Kojic acid,isopropanol
1795.0,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,CC(C)O,mol_1795_solute_opt,mol_1795_solvent_opt,50,23,278.15,-2.0586258790080083,Regorafenib,isopropanol
1796.0,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,CC(C)O,mol_1796_solute_opt,mol_1796_solvent_opt,50,35,278.15,-1.6703040344545423,Musk ketone,isopropanol
1797.0,O=c1[nH]c2cc(Cl)ccc2o1,CC(C)O,mol_1797_solute_opt,mol_1797_solvent_opt,50,43,278.15,-0.6985495429370733,Chlorzoxazone,isopropanol
1798.0,CC(C)OC(=O)[C@H](C)N[P@](=O)(Oc1ccccc1)Oc1c(F)c(F)c(F)c(F)c1F,CC(C)O,mol_1798_solute_opt,mol_1798_solvent_opt,50,29,278.15,-1.804819482895492,SOV-I2,isopropanol
1799.0,O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1Cl,CC(C)O,mol_1799_solute_opt,mol_1799_solvent_opt,50,35,298.15,-2.034220574313547,"1,3-dichloro-2,4,6-trinitrobenzene",isopropanol
1800.0,CCOC(=O)OC1=C(c2cc(C)ccc2C)C(=O)NC12CCC(OC)CC2,CC(C)O,mol_1800_solute_opt,mol_1800_solvent_opt,50,28,278.15,-1.6284720471623952,Spirotetramat,isopropanol
1801.0,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,CC(C)O,mol_1801_solute_opt,mol_1801_solvent_opt,50,33,278.15,-2.56421019100272,Nitazoxanide,isopropanol
1802.0,O=C(O)COc1ccc2ccccc2c1,CC(C)O,mol_1802_solute_opt,mol_1802_solvent_opt,50,39,278.15,-1.0028382886645748,2-naphthoxyacetic acid,isopropanol
1803.0,O=c1c2ccccc2sc2ccccc12,CC(C)O,mol_1803_solute_opt,mol_1803_solvent_opt,50,34,292.15,-2.285963681846708,9H-thioxanthen-9-one,isopropanol
1804.0,Nc1cc(C(=O)O)ccc1C(=O)O,CC(C)O,mol_1804_solute_opt,mol_1804_solvent_opt,50,40,303.15,-0.5538508157589241,2-aminoterephthalic acid,isopropanol
1805.0,CC(=O)N1CCN(c2ccc(O)cc2)CC1,CC(C)O,mol_1805_solute_opt,mol_1805_solvent_opt,50,34,283.15,-1.7570500934739024,1-[4-(4-hydroxyphenyl)piperazin-1-yl]ethenone,isopropanol
1806.0,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,CC(C)O,mol_1806_solute_opt,mol_1806_solvent_opt,50,30,278.15,-3.2326102367649927,Diflufenican,isopropanol
1807.0,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,CC(C)O,mol_1807_solute_opt,mol_1807_solvent_opt,50,38,288.15,-2.854260726318708,Glyburide,isopropanol
1808.0,CC(=O)c1c(C)cc(C(C)(C)C)cc1C,CC(C)O,mol_1808_solute_opt,mol_1808_solvent_opt,50,30,273.15,0.0223253746012574,"1-(4-tert-butyl-2,6-dimethylphenyl)ethenone",isopropanol
1809.0,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,CC(C)O,mol_1809_solute_opt,mol_1809_solvent_opt,50,30,298.15,-3.066581896903071,Relugolix,isopropanol
1810.0,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,CC(C)O,mol_1810_solute_opt,mol_1810_solvent_opt,50,34,278.15,-2.821814367471099,Bisacodyl,isopropanol
1811.0,COc1cc(/C=C/C(=O)O)cc(OC)c1OC,CC(C)O,mol_1811_solute_opt,mol_1811_solvent_opt,50,34,278.15,-1.2068119158974608,"3,4,5-trimethoxycinnamic acid",isopropanol
1812.0,O=C1CCC(=O)CC1,CC(C)O,mol_1812_solute_opt,mol_1812_solvent_opt,50,40,278.15,-0.6133156564985074,"1,4-cyclohexanedione",isopropanol
1813.0,CC(C)[C@@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@]12C,CC(C)O,mol_1813_solute_opt,mol_1813_solvent_opt,50,27,283.15,-1.744918018617949,"2,4-epibrassinolide",isopropanol
1814.0,O=C(O)c1cccnc1,CC(C)O,mol_1814_solute_opt,mol_1814_solvent_opt,50,41,283.15,-1.6301134170689724,Nicotinic acid,isopropanol
1815.0,CCCCOC(=O)c1ccc(O)cc1,CC(C)O,mol_1815_solute_opt,mol_1815_solvent_opt,50,31,288.15,0.7357802547122363,Butyl paraben,isopropanol
1816.0,CCCOC(=O)c1ccc(O)cc1,CC(C)O,mol_1816_solute_opt,mol_1816_solvent_opt,50,40,288.15,0.4730351339424068,Propylparaben,isopropanol
1817.0,CCOC(=O)c1ccc(O)cc1,CC(C)O,mol_1817_solute_opt,mol_1817_solvent_opt,50,32,288.15,0.3878383304723856,Ethylparaben,isopropanol
1818.0,COC(=O)c1ccc(O)cc1,CC(C)O,mol_1818_solute_opt,mol_1818_solvent_opt,50,36,288.15,0.3321818775489262,Methyl paraben,isopropanol
1819.0,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,CC(C)O,mol_1819_solute_opt,mol_1819_solvent_opt,50,20,278.15,-0.9130799740058342,18β-glycyrrhetinic acid,isopropanol
1820.0,Nc1cncc(Cl)n1,CC(C)O,mol_1820_solute_opt,mol_1820_solvent_opt,50,44,278.15,-1.2502587569192103,2-amino-6-chloropyrazine,isopropanol
1821.0,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,CC(C)O,mol_1821_solute_opt,mol_1821_solvent_opt,50,32,278.15,-2.8515347194863083,Albendazole,isopropanol
1822.0,O=S(=O)(c1ccccc1)c1ccc(Cl)cc1,CC(C)O,mol_1822_solute_opt,mol_1822_solvent_opt,50,28,278.15,-1.5798307186805256,Sulfenone,isopropanol
1823.0,CCOc1cccc(C=O)c1O,CC(C)O,mol_1823_solute_opt,mol_1823_solvent_opt,50,42,278.15,-0.894607548400582,3-ethoxysalicylaldehyde,isopropanol
1824.0,CN(C)NC(=O)CCC(=O)O,CC(C)O,mol_1824_solute_opt,mol_1824_solvent_opt,50,36,283.15,-2.365496862616564,Daminozide,isopropanol
1825.0,COc1ccc2cccc(CCNC(C)=O)c2c1,CC(C)O,mol_1825_solute_opt,mol_1825_solvent_opt,50,35,278.15,-1.1762035736839282,Agomelatine,isopropanol
1826.0,Clc1cccnc1Cl,CC(C)O,mol_1826_solute_opt,mol_1826_solvent_opt,50,43,278.15,-0.357061870442708,"2,3-dichloropyridine",isopropanol
1827.0,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,CC(C)O,mol_1827_solute_opt,mol_1827_solvent_opt,50,37,283.15,-4.573288874542822,Triamterene,isopropanol
1828.0,CC(=O)C1C(=O)C=C(C)OC1=O,CC(C)O,mol_1828_solute_opt,mol_1828_solvent_opt,50,42,288.05,-1.2279725617083297,Dehydroacetic acid,isopropanol
1829.0,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,CC(C)O,mol_1829_solute_opt,mol_1829_solvent_opt,50,31,283.15,-3.959617421882856,Itraconazole,isopropanol
1830.0,O=C(O)/C=C/c1ccc(Cl)cc1,CC(C)O,mol_1830_solute_opt,mol_1830_solvent_opt,50,45,283.15,-1.8068299253978808,trans-4-chlorocinnamic acid,isopropanol
1831.0,CCOc1ccc2ccccc2c1C(=O)O,CC(C)O,mol_1831_solute_opt,mol_1831_solvent_opt,50,34,278.15,-0.6988467011942807,2-ethoxy-1-naphthoic acid,isopropanol
1832.0,OCC1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,CC(C)O,mol_1832_solute_opt,mol_1832_solvent_opt,50,39,283.15,-2.29890740588422,D-tagatose,isopropanol
1833.0,NC(N)=O,CC(C)O,mol_1833_solute_opt,mol_1833_solvent_opt,50,38,293.15,-0.4694047636289209,Urea,isopropanol
1834.0,Cc1ncc([N+](=O)[O-])n1CCO,CC(C)O,mol_1834_solute_opt,mol_1834_solvent_opt,50,43,293.15,-1.2840157551133728,Metronidazole,isopropanol
1835.0,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,CC(C)O,mol_1835_solute_opt,mol_1835_solvent_opt,50,35,283.15,-2.316404654889309,Tolnaftate,isopropanol
1836.0,O=C(O)c1cccc([N+](=O)[O-])c1,CC(C)O,mol_1836_solute_opt,mol_1836_solvent_opt,50,44,298.2,0.4252730966529346,3-nitrobenzoic acid,isopropanol
1837.0,O=C1CCC(=O)O1,CC(C)O,mol_1837_solute_opt,mol_1837_solvent_opt,50,46,278.15,-0.153405121915844,Succinic anhydride,isopropanol
1838.0,COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,CC(C)O,mol_1838_solute_opt,mol_1838_solvent_opt,50,27,298.15,-1.2329264722571458,Silymarin,isopropanol
1839.0,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,CC(C)O,mol_1839_solute_opt,mol_1839_solvent_opt,50,36,298.15,-3.929501987238631,Lornoxicam,isopropanol
1840.0,CCOC(=O)Cc1c(C(=O)OCC)sc(N(CC(=O)OCC)CC(=O)OCC)c1C#N,CC(C)O,mol_1840_solute_opt,mol_1840_solvent_opt,50,29,283.15,-2.492429771730556,Tetraethyl ranelate,isopropanol
1841.0,CN(Cc1ccccc1)CN1C(=O)C(=NNC(=O)c2ccccc2OCc2ccccc2)c2ccccc21,CC(C)O,mol_1841_solute_opt,mol_1841_solvent_opt,50,27,298.15,-2.2689743205618296,N′-(1-(n-(methyl) benzylaminomethyl)-2-oxoindolin-3-ylidene)-2-(benzyloxy) benzohydrazide,isopropanol
1842.0,COc1cc(/C=C/C(=O)O)cc(OC)c1O,CC(C)O,mol_1842_solute_opt,mol_1842_solvent_opt,50,41,298.15,-1.556848859564984,Sinapic acid,isopropanol
1843.0,O=C(O)c1cc(O)c(O)c(O)c1,CC(C)O,mol_1843_solute_opt,mol_1843_solvent_opt,50,38,293.15,-0.4244977781961226,Gallic acid,isopropanol
1844.0,O=C(O)/C=C\C=C/C(=O)O,CC(C)O,mol_1844_solute_opt,mol_1844_solvent_opt,50,40,298.15,-0.8774244472963914,"cis,cis-muconic acid",isopropanol
1845.0,CCOc1ccc(C2NC(=O)NC=C2C(=O)c2cc(OC)c(OC)c(OC)c2)cc1,CC(C)O,mol_1845_solute_opt,mol_1845_solvent_opt,50,33,298.15,-2.214777922220721,"4-(4-ethoxyphenyl)-5-(3,4,5 trimethoxybenzoyl)-3,4-dihydropyrimidine-2(1H)-one (DHP-5)",isopropanol
1846.0,O=C(O)/C=C/c1ccc(O)c(O)c1,CC(C)O,mol_1846_solute_opt,mol_1846_solvent_opt,50,38,293.15,-0.8248636407931573,Caffeic acid,isopropanol
1847.0,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,CC(C)O,mol_1847_solute_opt,mol_1847_solvent_opt,50,28,273.2,0.4961347345588341,Vitamin D3,isopropanol
1848.0,Cc1cnc(N)s1,CC(C)O,mol_1848_solute_opt,mol_1848_solvent_opt,50,41,278.15,-0.3227584089861079,2-amino-5-methylthiazole,isopropanol
1849.0,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,CC(C)O,mol_1849_solute_opt,mol_1849_solvent_opt,50,37,298.2,-2.3061490724653244,Apigenin,isopropanol
1850.0,C1OCOCO1,CC(C)O,mol_1850_solute_opt,mol_1850_solvent_opt,50,46,288.15,0.4291982387253236,"1,3,5-trioxane",isopropanol
1851.0,COc1cc(/C=C/C(=O)O)ccc1O,CC(C)O,mol_1851_solute_opt,mol_1851_solvent_opt,50,37,298.2,-0.5875107189905503,Ferulic acid,isopropanol
1852.0,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,CC(C)O,mol_1852_solute_opt,mol_1852_solvent_opt,50,13,288.15,-0.9671283313150898,Erythromycin ethylsuccinate,isopropanol
1853.0,O=Cc1ccc(O)cc1,CC(C)O,mol_1853_solute_opt,mol_1853_solvent_opt,50,42,278.15,-0.1245866910087013,4-hydroxybenzaldehyde,isopropanol
1854.0,O=C1CCC(c2ccccc2)=NN1,CC(C)O,mol_1854_solute_opt,mol_1854_solvent_opt,50,40,293.2,-1.3909683458609248,"6-phenyl-4,5-dihydropyridazin-3(2H)-one",isopropanol
1855.0,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,CC(C)O,mol_1855_solute_opt,mol_1855_solvent_opt,50,37,298.2,0.1410050026933645,Flufenamic acid,isopropanol
1856.0,Cc1cc(N)n(-c2ccccc2)n1,CC(C)O,mol_1856_solute_opt,mol_1856_solvent_opt,50,32,283.15,-0.1056400330600293,5-amino-3-methyl-1-phenylpyrazole,isopropanol
1857.0,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CC(C)O,mol_1857_solute_opt,mol_1857_solvent_opt,50,37,293.2,-0.9500372219551512,Celecoxib,isopropanol
1858.0,CCN(CC)CC(=O)Nc1c(C)cccc1C,CC(C)O,mol_1858_solute_opt,mol_1858_solvent_opt,50,27,292.15,-1.102407234834178,Lidocaine,isopropanol
1859.0,CCCCCCCCCCCCCCCCOc1nc2ccc(C)cc2c(=O)o1,CC(C)O,mol_1859_solute_opt,mol_1859_solvent_opt,50,29,278.15,0.0014708964678731,Cetilistat,isopropanol
1860.0,CC(=O)Nc1cccc(N)c1,CC(C)O,mol_1860_solute_opt,mol_1860_solvent_opt,50,38,278.15,-0.5450400708840824,"N-acetyl-1,3-phenylenediamine",isopropanol
1861.0,Cc1occc(=O)c1O,CC(C)O,mol_1861_solute_opt,mol_1861_solvent_opt,50,38,288.15,-1.0436594257483929,Maltol,isopropanol
1862.0,Cc1c(N)c(=O)n(-c2ccccc2)n1C,CC(C)O,mol_1862_solute_opt,mol_1862_solvent_opt,50,32,299.05,0.483758227030504,4-aminoantipyrine,isopropanol
1863.0,CC(=O)CCc1ccc(O)cc1,CC(C)O,mol_1863_solute_opt,mol_1863_solvent_opt,50,41,293.15,0.4152877186622228,4-(4-hydroxyphenyl)-2-butanone (raspberry ketone),isopropanol
1864.0,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,CC(C)O,mol_1864_solute_opt,mol_1864_solvent_opt,50,27,298.2,-0.9519420956828956,Mycophenolate mofetil,isopropanol
1865.0,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,CC(C)O,mol_1865_solute_opt,mol_1865_solvent_opt,50,30,298.2,-0.7908176746784723,Piperine,isopropanol
1866.0,CC(C)(C)c1cc(CCC(=O)NCCCCCCNC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,CC(C)O,mol_1866_solute_opt,mol_1866_solvent_opt,50,20,283.15,-1.3642203529073855,"1,6-bis[3-(3,5-di-tert-butyl-4-hydroxyphenyl)propionamido]hexane",isopropanol
1867.0,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,CC(C)O,mol_1867_solute_opt,mol_1867_solvent_opt,50,35,298.2,-1.4853325613757968,Luteolin,isopropanol
1868.0,OC[C@H]1O[C@@H](Oc2c(O)cc(O)cc2/C=C/c2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CC(C)O,mol_1868_solute_opt,mol_1868_solvent_opt,50,26,278.15,-1.1456299827609997,"2,3,5,4′-tetrahydroxystilbene-2-o-β-d-glucoside",isopropanol
1869.0,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,CC(C)O,mol_1869_solute_opt,mol_1869_solvent_opt,50,32,278.15,-3.9761060925035374,Domperidone,isopropanol
1870.0,Cc1cc(=O)n(-c2ccccc2)n1C,CC(C)O,mol_1870_solute_opt,mol_1870_solvent_opt,50,42,288.15,0.1645089248915738,Antipyrine,isopropanol
1871.0,O=C(O)c1cccc2ccccc12,CC(C)O,mol_1871_solute_opt,mol_1871_solvent_opt,50,37,293.15,-0.4724085360543954,1-naphthoic acid,isopropanol
1872.0,CC1=CC(=O)C(C(C)C)=CC1=O,CC(C)O,mol_1872_solute_opt,mol_1872_solvent_opt,50,37,298.2,-0.2118790838119704,Thymoquinone,isopropanol
1873.0,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,CC(C)O,mol_1873_solute_opt,mol_1873_solvent_opt,50,38,293.2,-1.4052523472888174,Lamotrigine,isopropanol
1874.0,C=NCC#N,CC(C)O,mol_1874_solute_opt,mol_1874_solvent_opt,50,47,278.15,-2.0373278164537125,Methyleneaminoacetonitrile,isopropanol
1875.0,NC(=O)c1ccccc1,CC(C)O,mol_1875_solute_opt,mol_1875_solvent_opt,50,41,283.15,-0.4654879271735039,Benzamide,isopropanol
1876.0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CC(C)O,mol_1876_solute_opt,mol_1876_solvent_opt,50,31,278.15,-2.9212309611438294,Azlocillin,isopropanol
