pair_id,SMILES_Solute,SMILES_Solvent,Solute_name,Solvent_name,Total_conformers,Filtered_conformers
2694.0,Nc1ccnc(=O)[nH]1,O,mol_2694_solute_opt,mol_2694_solvent_opt,50,24
2695.0,O=c1cnc(Br)c[nH]1,O,mol_2695_solute_opt,mol_2695_solvent_opt,50,30
2696.0,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,O,mol_2696_solute_opt,mol_2696_solvent_opt,50,4
2697.0,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,O,mol_2697_solute_opt,mol_2697_solvent_opt,50,3
2698.0,Nc1cnc(Br)cn1,O,mol_2698_solute_opt,mol_2698_solvent_opt,50,30
2699.0,O=[N+]([O-])n1cccn1,O,mol_2699_solute_opt,mol_2699_solvent_opt,50,27
2700.0,NC(=O)CC[C@H](N)C(=O)O,O,mol_2700_solute_opt,mol_2700_solvent_opt,50,19
2701.0,Nc1ccc(Br)nn1,O,mol_2701_solute_opt,mol_2701_solvent_opt,50,31
2702.0,O=C(Nc1ccncc1)c1cc(C(=O)Nc2ccncc2)cc(C(=O)Nc2ccncc2)c1,O,mol_2702_solute_opt,mol_2702_solvent_opt,50,6
2703.0,Cc1ccc2cc(Br)ccc2n1,O,mol_2703_solute_opt,mol_2703_solvent_opt,50,20
2704.0,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,O,mol_2704_solute_opt,mol_2704_solvent_opt,50,6
2706.0,COC(=O)c1ccnc(N)c1,O,mol_2706_solute_opt,mol_2706_solvent_opt,50,21
2707.0,CC(C)C[C@H](N)C(=O)O,O,mol_2707_solute_opt,mol_2707_solvent_opt,50,12
2708.0,CC(C)[C@H](N)C(=O)O,O,mol_2708_solute_opt,mol_2708_solvent_opt,50,9
2709.0,N#CN=C(N)N,O,mol_2709_solute_opt,mol_2709_solvent_opt,50,28
2710.0,O=C(O)CNC(=O)C(=O)NCC(=O)O,O,mol_2710_solute_opt,mol_2710_solvent_opt,50,15
2711.0,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,O,mol_2711_solute_opt,mol_2711_solvent_opt,50,9
2712.0,Nc1nonc1-c1no[n+]([O-])c1-c1nonc1N,O,mol_2712_solute_opt,mol_2712_solvent_opt,50,16
2713.0,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,O,mol_2713_solute_opt,mol_2713_solvent_opt,50,8
2714.0,O=c1ccc2cc(O)c(O)cc2o1,O,mol_2714_solute_opt,mol_2714_solvent_opt,50,24
2715.0,CC(C)(N)C(=O)O,O,mol_2715_solute_opt,mol_2715_solvent_opt,50,16
2716.0,CC(=O)N[C@H](C(=O)O)C(C)C,O,mol_2716_solute_opt,mol_2716_solvent_opt,50,14
2717.0,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,O,mol_2717_solute_opt,mol_2717_solvent_opt,50,12
2718.0,N#CCC(N)=O,O,mol_2718_solute_opt,mol_2718_solvent_opt,50,33
2719.0,NNC(=O)c1ccccc1,O,mol_2719_solute_opt,mol_2719_solvent_opt,50,17
2720.0,NNC(=O)c1ccccc1O,O,mol_2720_solute_opt,mol_2720_solvent_opt,50,23
2721.0,c1ccc2[nH]cnc2c1,O,mol_2721_solute_opt,mol_2721_solvent_opt,50,28
2722.0,Cc1cccc2sc(NN)nc12,O,mol_2722_solute_opt,mol_2722_solvent_opt,50,16
2723.0,COc1cc2oc(=O)cc(-c3ccccc3)c2cc1O,O,mol_2723_solute_opt,mol_2723_solvent_opt,50,14
2724.0,O=c1cc(-c2ccccc2)c2cc(O)c(O)cc2o1,O,mol_2724_solute_opt,mol_2724_solvent_opt,50,14
2725.0,C=CC(=O)NC(C)(C)C,O,mol_2725_solute_opt,mol_2725_solvent_opt,50,15
2726.0,C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12CC[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,O,mol_2726_solute_opt,mol_2726_solvent_opt,50,8
2727.0,OC[C@@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO,O,mol_2727_solute_opt,mol_2727_solvent_opt,50,10
2728.0,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,O,mol_2728_solute_opt,mol_2728_solvent_opt,50,8
2729.0,CC(C)C[C@H](CN)CC(=O)O,O,mol_2729_solute_opt,mol_2729_solvent_opt,50,9
2730.0,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,O,mol_2730_solute_opt,mol_2730_solvent_opt,50,17
2731.0,Cc1c(O)c(=O)ccn1C,O,mol_2731_solute_opt,mol_2731_solvent_opt,50,16
2732.0,O=C1NC23NC(=O)NC2(N1)C(=O)NC3=O,O,mol_2732_solute_opt,mol_2732_solvent_opt,50,25
2733.0,COC(=O)[C@H](N)c1ccc(O)cc1,O,mol_2733_solute_opt,mol_2733_solvent_opt,50,15
2734.0,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c(C(=O)CCc4ccc(O)cc4)c(O)c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,O,mol_2734_solute_opt,mol_2734_solvent_opt,50,8
2735.0,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,O,mol_2735_solute_opt,mol_2735_solvent_opt,50,13
2736.0,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,O,mol_2736_solute_opt,mol_2736_solvent_opt,50,9
2737.0,O=C(O)c1ccc(C(=O)O)o1,O,mol_2737_solute_opt,mol_2737_solvent_opt,50,20
2738.0,CN1CC(O)c2cc(N=NC(N)=O)c(O)cc21,O,mol_2738_solute_opt,mol_2738_solvent_opt,50,16
2739.0,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,O,mol_2739_solute_opt,mol_2739_solvent_opt,50,14
2740.0,O=C(O)Cc1ccccc1Cl,O,mol_2740_solute_opt,mol_2740_solvent_opt,50,22
2741.0,O=C(c1ccccc1)c1ccccc1,O,mol_2741_solute_opt,mol_2741_solvent_opt,50,10
2742.0,COc1ccc(CC(=O)O)cc1,O,mol_2742_solute_opt,mol_2742_solvent_opt,50,14
2743.0,C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C=O,O,mol_2743_solute_opt,mol_2743_solvent_opt,50,18
2744.0,O=c1nc[nH]c2[nH]ncc12,O,mol_2744_solute_opt,mol_2744_solvent_opt,50,27
2745.0,COc1cc(N)nc(OC)n1,O,mol_2745_solute_opt,mol_2745_solvent_opt,50,14
2746.0,O=C(OCC1c2ccccc2-c2ccccc21)ON1C(=O)CCC1=O,O,mol_2746_solute_opt,mol_2746_solvent_opt,50,10
2747.0,NNC(=O)c1ccncc1,O,mol_2747_solute_opt,mol_2747_solvent_opt,50,21
2748.0,N#CCc1ccc([N+](=O)[O-])cc1,O,mol_2748_solute_opt,mol_2748_solvent_opt,50,29
2749.0,C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,O,mol_2749_solute_opt,mol_2749_solvent_opt,50,10
2750.0,Nc1nc(Cl)c2[nH]cnc2n1,O,mol_2750_solute_opt,mol_2750_solvent_opt,50,20
2751.0,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,O,mol_2751_solute_opt,mol_2751_solvent_opt,50,10
2752.0,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,O,mol_2752_solute_opt,mol_2752_solvent_opt,50,15
2753.0,NC(=O)c1ccc(N)cc1,O,mol_2753_solute_opt,mol_2753_solvent_opt,50,19
2754.0,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,O,mol_2754_solute_opt,mol_2754_solvent_opt,50,9
2755.0,N#Cc1cccc([N+](=O)[O-])c1C#N,O,mol_2755_solute_opt,mol_2755_solvent_opt,50,25
2756.0,O=Cc1ccc(C(=O)O)cc1,O,mol_2756_solute_opt,mol_2756_solvent_opt,50,22
2757.0,CP(=O)(O)CC[C@H](N)C(=O)O,O,mol_2757_solute_opt,mol_2757_solvent_opt,50,12
2758.0,NC(=O)c1ccc([N+](=O)[O-])cc1,O,mol_2758_solute_opt,mol_2758_solvent_opt,50,28
2759.0,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,O,mol_2759_solute_opt,mol_2759_solvent_opt,50,14
2760.0,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,O,mol_2760_solute_opt,mol_2760_solvent_opt,50,17
2761.0,N#CCc1ccccc1[N+](=O)[O-],O,mol_2761_solute_opt,mol_2761_solvent_opt,50,21
2762.0,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,O,mol_2762_solute_opt,mol_2762_solvent_opt,50,19
2763.0,N[C@H](CC(=O)O)C(=O)O,O,mol_2763_solute_opt,mol_2763_solvent_opt,50,20
2764.0,Cc1cnc(C(=O)O)cn1,O,mol_2764_solute_opt,mol_2764_solvent_opt,50,18
2765.0,N[C@@H](CO)C(=O)O,O,mol_2765_solute_opt,mol_2765_solvent_opt,50,23
2766.0,Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],O,mol_2766_solute_opt,mol_2766_solvent_opt,50,19
2767.0,NCCCCCC(=O)O,O,mol_2767_solute_opt,mol_2767_solvent_opt,50,12
2768.0,O=C1C=CC(=O)N1c1ccccc1Br,O,mol_2768_solute_opt,mol_2768_solvent_opt,50,17
2769.0,O=[N+]([O-])c1ncccc1O,O,mol_2769_solute_opt,mol_2769_solvent_opt,50,23
2770.0,Cc1nc(N)nc(N)n1,O,mol_2770_solute_opt,mol_2770_solvent_opt,50,18
2771.0,N[C@H](Cc1c[nH]cn1)C(=O)O,O,mol_2771_solute_opt,mol_2771_solvent_opt,50,20
2772.0,O=C(O)c1cccnc1Cl,O,mol_2772_solute_opt,mol_2772_solvent_opt,50,28
2773.0,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,O,mol_2773_solute_opt,mol_2773_solvent_opt,50,8
2774.0,C[C@H](N)C(=O)O,O,mol_2774_solute_opt,mol_2774_solvent_opt,50,19
2775.0,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,O,mol_2775_solute_opt,mol_2775_solvent_opt,50,31
2776.0,O=C(O)[C@@H]1CCCN1,O,mol_2776_solute_opt,mol_2776_solvent_opt,50,17
2777.0,NC(N)=NC(N)=NCCc1ccccc1,O,mol_2777_solute_opt,mol_2777_solvent_opt,50,11
2778.0,Cc1cc(=O)oc2cc(N)ccc12,O,mol_2778_solute_opt,mol_2778_solvent_opt,50,20
2779.0,Nc1ccc(Cl)cc1[N+](=O)[O-],O,mol_2779_solute_opt,mol_2779_solvent_opt,50,35
2780.0,C(=Cc1ccc(-c2nc3ccccc3o2)cc1)c1ccc(-c2nc3ccccc3o2)cc1,O,mol_2780_solute_opt,mol_2780_solvent_opt,50,15
2781.0,O=Cc1ccc(O)c(Br)c1,O,mol_2781_solute_opt,mol_2781_solvent_opt,50,25
2782.0,Cc1c(Br)cccc1C(=O)O,O,mol_2782_solute_opt,mol_2782_solvent_opt,50,18
2783.0,CC1(C)NC(=O)NC1=O,O,mol_2783_solute_opt,mol_2783_solvent_opt,50,26
2784.0,CC(=O)NC1(C)CCC2CC1C(C)=NC2(C)C,O,mol_2784_solute_opt,mol_2784_solvent_opt,50,8
2785.0,N[C@@H](C(=O)O)c1ccc(O)cc1,O,mol_2785_solute_opt,mol_2785_solvent_opt,50,23
2786.0,OC[C@@H](O)C(O)[C@@H](O)CO,O,mol_2786_solute_opt,mol_2786_solvent_opt,50,21
2787.0,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,O,mol_2787_solute_opt,mol_2787_solvent_opt,50,13
2788.0,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,O,mol_2788_solute_opt,mol_2788_solvent_opt,50,16
2789.0,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,O,mol_2789_solute_opt,mol_2789_solvent_opt,50,16
2790.0,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,O,mol_2790_solute_opt,mol_2790_solvent_opt,50,13
2791.0,O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,O,mol_2791_solute_opt,mol_2791_solvent_opt,50,16
2792.0,CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,O,mol_2792_solute_opt,mol_2792_solvent_opt,50,13
2793.0,C[C@@]12C[C@H]3OC(=O)[C@@H]1CO[C@]14O[C@@]5([C@H]2C1=O)[C@@]3(C)OC(=O)[C@@]5(O)CC[C@H]1[C@H]4C[C@@H](O)[C@@]2(O)CC=CC(=O)[C@]12C,O,mol_2793_solute_opt,mol_2793_solvent_opt,50,9
2794.0,O=C(O)CCP(=O)(O)c1ccccc1,O,mol_2794_solute_opt,mol_2794_solvent_opt,50,9
2795.0,O=P(O)(CO)c1ccccc1,O,mol_2795_solute_opt,mol_2795_solvent_opt,50,15
2796.0,O=P1(Oc2ccccc2)OCC2(CO1)COP(=O)(Oc1ccccc1)OC2,O,mol_2796_solute_opt,mol_2796_solvent_opt,50,12
2797.0,N[C@@H](Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O,O,mol_2797_solute_opt,mol_2797_solvent_opt,50,14
2798.0,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,O,mol_2798_solute_opt,mol_2798_solvent_opt,50,14
2799.0,COC(=O)/C=C/C(=O)OC,O,mol_2799_solute_opt,mol_2799_solvent_opt,50,18
2800.0,CP(=O)(O)c1ccccc1,O,mol_2800_solute_opt,mol_2800_solvent_opt,50,11
2801.0,O=[PH](O)c1ccccc1,O,mol_2801_solute_opt,mol_2801_solvent_opt,50,19
2802.0,COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O,O,mol_2802_solute_opt,mol_2802_solvent_opt,50,6
2803.0,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c(Cl)c1O,O,mol_2803_solute_opt,mol_2803_solvent_opt,50,23
2804.0,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,O,mol_2804_solute_opt,mol_2804_solvent_opt,50,17
2805.0,C[C@H]1[C@H](C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@H]12,O,mol_2805_solute_opt,mol_2805_solvent_opt,50,7
2806.0,CO/N=C(\C(=O)O)c1csc(N)n1,O,mol_2806_solute_opt,mol_2806_solvent_opt,50,17
2807.0,c1ccc2c(c1)Nc1ccccc1S2,O,mol_2807_solute_opt,mol_2807_solvent_opt,50,16
2808.0,C[N+](C)(C)CC(=O)[O-],O,mol_2808_solute_opt,mol_2808_solvent_opt,50,15
2809.0,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,O,mol_2809_solute_opt,mol_2809_solvent_opt,50,15
2810.0,CC(=O)N1CN(C(C)=O)CN(C(C)=O)C1,O,mol_2810_solute_opt,mol_2810_solvent_opt,50,19
2811.0,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,O,mol_2811_solute_opt,mol_2811_solvent_opt,50,14
2812.0,O=C(O)[C@@H](O)CCc1ccccc1,O,mol_2812_solute_opt,mol_2812_solvent_opt,50,15
2813.0,O=C(O)[C@@H]1Cc2ccccc2N1,O,mol_2813_solute_opt,mol_2813_solvent_opt,50,17
2814.0,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,O,mol_2814_solute_opt,mol_2814_solvent_opt,50,10
2815.0,CC1(C)COP(=O)(C(C)(C)O)OC1,O,mol_2815_solute_opt,mol_2815_solvent_opt,50,12
2816.0,Cc1cccc(Nc2ccccc2C(=O)O)c1C,O,mol_2816_solute_opt,mol_2816_solvent_opt,50,8
2817.0,O=C(O)c1cc2ccccc2[nH]1,O,mol_2817_solute_opt,mol_2817_solvent_opt,50,14
2818.0,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,O,mol_2818_solute_opt,mol_2818_solvent_opt,50,13
2819.0,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O,mol_2819_solute_opt,mol_2819_solvent_opt,50,12
2820.0,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,O,mol_2820_solute_opt,mol_2820_solvent_opt,50,7
2821.0,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,O,mol_2821_solute_opt,mol_2821_solvent_opt,50,7
2822.0,O=C(NNC(=S)Nc1ccc(Cl)cc1)c1ccncc1,O,mol_2822_solute_opt,mol_2822_solvent_opt,50,14
2823.0,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,O,mol_2823_solute_opt,mol_2823_solvent_opt,50,8
2824.0,Oc1cccc(/C=N\NC(=S)NC2CCCCC2)c1,O,mol_2824_solute_opt,mol_2824_solvent_opt,50,9
2825.0,O=[N+]([O-])c1cccc(Cl)c1Cl,O,mol_2825_solute_opt,mol_2825_solvent_opt,50,34
2826.0,O=C1N2CN3C(=O)N4CN5C(=O)N6CN7C(=O)N8CN9C(=O)N%10CN%11C(=O)N%12CN1C1C2N2CN%13C(=O)N(CN%14C(=O)N(CN%15C(=O)N(CN%16C(=O)N(CN%17C(=O)N(CN1C2=O)C%12C%11%17)C%10C9%16)C8C7%15)C6C5%14)C4C3%13,O,mol_2826_solute_opt,mol_2826_solvent_opt,50,6
2827.0,NC(CO)(CO)CO,O,mol_2827_solute_opt,mol_2827_solvent_opt,50,16
2828.0,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,O,mol_2828_solute_opt,mol_2828_solvent_opt,50,15
2829.0,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,O,mol_2829_solute_opt,mol_2829_solvent_opt,50,8
2830.0,CC(=O)Nc1ccncc1NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,O,mol_2830_solute_opt,mol_2830_solvent_opt,50,14
2831.0,CCN(CC)S(=O)(=O)c1ccc(N)cc1,O,mol_2831_solute_opt,mol_2831_solvent_opt,50,9
2832.0,CCOC(=O)c1ccc(NS(=O)(=O)c2ccccc2)nc1,O,mol_2832_solute_opt,mol_2832_solvent_opt,50,13
2833.0,CCOc1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,O,mol_2833_solute_opt,mol_2833_solvent_opt,50,12
2834.0,CCc1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1,O,mol_2834_solute_opt,mol_2834_solvent_opt,50,12
2835.0,CN(C)S(=O)(=O)c1ccc(N)cc1,O,mol_2835_solute_opt,mol_2835_solvent_opt,50,13
2836.0,CNS(=O)(=O)c1ccc(N)cc1,O,mol_2836_solute_opt,mol_2836_solvent_opt,50,16
2837.0,COc1c(Cl)cccc1NS(=O)(=O)c1ccc(N)cc1,O,mol_2837_solute_opt,mol_2837_solvent_opt,50,13
2838.0,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1,O,mol_2838_solute_opt,mol_2838_solvent_opt,50,10
2839.0,Cc1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)nc1,O,mol_2839_solute_opt,mol_2839_solvent_opt,50,16
2840.0,Nc1ccc(S(=O)(=O)N(c2ccccc2)c2ccccc2)cc1,O,mol_2840_solute_opt,mol_2840_solvent_opt,50,8
2841.0,Nc1ccc(S(=O)(=O)Nc2ccc(I)cc2)cc1,O,mol_2841_solute_opt,mol_2841_solvent_opt,50,14
2842.0,Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2Br)cc1,O,mol_2842_solute_opt,mol_2842_solvent_opt,50,19
2843.0,Nc1ccc(S(=O)(=O)Nc2cccc(Cl)c2Cl)cc1,O,mol_2843_solute_opt,mol_2843_solvent_opt,50,15
2844.0,O=S(=O)(Nc1ccc(Br)cc1Br)c1ccccc1,O,mol_2844_solute_opt,mol_2844_solvent_opt,50,14
2845.0,O=S(=O)(Nc1ccc(Cl)cc1)c1ccccc1,O,mol_2845_solute_opt,mol_2845_solvent_opt,50,12
2846.0,O=S(=O)(Nc1cccc(Cl)c1Cl)c1ccccc1,O,mol_2846_solute_opt,mol_2846_solvent_opt,50,13
2847.0,O=S(=O)(Nc1ccccc1)c1ccccc1,O,mol_2847_solute_opt,mol_2847_solvent_opt,50,13
2848.0,O=S(=O)(Nc1ccccc1Cl)c1ccccc1,O,mol_2848_solute_opt,mol_2848_solvent_opt,50,14
2849.0,O=S(=O)(Nc1cccnc1Cl)c1ccccc1,O,mol_2849_solute_opt,mol_2849_solvent_opt,50,14
2850.0,O=S(=O)(Nc1ncccc1Cl)c1ccccc1,O,mol_2850_solute_opt,mol_2850_solvent_opt,50,14
2851.0,O=[N+]([O-])c1ccc(S(=O)(=O)Nc2nccs2)cc1,O,mol_2851_solute_opt,mol_2851_solvent_opt,50,23
2852.0,O=[N+]([O-])c1ccccc1NS(=O)(=O)c1ccccc1,O,mol_2852_solute_opt,mol_2852_solvent_opt,50,13
2853.0,CC1(C)COC(=O)[C@@H]1O,O,mol_2853_solute_opt,mol_2853_solvent_opt,50,20
2854.0,O=C1Nc2ccccc2C1=O,O,mol_2854_solute_opt,mol_2854_solvent_opt,50,24
2855.0,CC(C)(O)P1(=O)OCC2(CO1)COP(=O)(C(C)(C)O)OC2,O,mol_2855_solute_opt,mol_2855_solvent_opt,50,12
2856.0,CCCCCC1CCC(=O)O1,O,mol_2856_solute_opt,mol_2856_solvent_opt,50,11
2857.0,CCCCCC=O,O,mol_2857_solute_opt,mol_2857_solvent_opt,50,17
2858.0,O=CCc1ccccc1,O,mol_2858_solute_opt,mol_2858_solvent_opt,50,25
2859.0,O=Cc1ccccc1,O,mol_2859_solute_opt,mol_2859_solvent_opt,50,27
2860.0,O=Cc1ccco1,O,mol_2860_solute_opt,mol_2860_solvent_opt,50,21
2861.0,OCCc1ccccc1,O,mol_2861_solute_opt,mol_2861_solvent_opt,50,16
2862.0,O=C(O)Cn1cnnn1,O,mol_2862_solute_opt,mol_2862_solvent_opt,50,22
2863.0,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,O,mol_2863_solute_opt,mol_2863_solvent_opt,50,6
2864.0,O=C(O)c1ccc([N+](=O)[O-])cc1C(=O)O,O,mol_2864_solute_opt,mol_2864_solvent_opt,50,20
2865.0,CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(=O)O,O,mol_2865_solute_opt,mol_2865_solvent_opt,50,17
2866.0,C1CN2CN3CCN(CN1C3)C2,O,mol_2866_solute_opt,mol_2866_solvent_opt,50,12
2867.0,O=P1(c2cc(O)ccc2O)Oc2ccccc2-c2ccccc21,O,mol_2867_solute_opt,mol_2867_solvent_opt,50,11
2868.0,O=C(O)CCCCCCCCC(=O)O,O,mol_2868_solute_opt,mol_2868_solvent_opt,50,7
2869.0,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,O,mol_2869_solute_opt,mol_2869_solvent_opt,50,9
2870.0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,O,mol_2870_solute_opt,mol_2870_solvent_opt,50,9
2871.0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,O,mol_2871_solute_opt,mol_2871_solvent_opt,50,9
2872.0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,O,mol_2872_solute_opt,mol_2872_solvent_opt,50,11
2873.0,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,O,mol_2873_solute_opt,mol_2873_solvent_opt,50,11
2874.0,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,O,mol_2874_solute_opt,mol_2874_solvent_opt,50,9
2875.0,O=c1[nH]cc(Br)c(=O)[nH]1,O,mol_2875_solute_opt,mol_2875_solvent_opt,50,26
2876.0,O=c1[nH]cc(C(F)(F)F)c(=O)[nH]1,O,mol_2876_solute_opt,mol_2876_solvent_opt,50,27
2877.0,O=c1[nH]cc(Cl)c(=O)[nH]1,O,mol_2877_solute_opt,mol_2877_solvent_opt,50,33
2878.0,O=c1[nH]cc(I)c(=O)[nH]1,O,mol_2878_solute_opt,mol_2878_solvent_opt,50,28
2879.0,O=c1cc(Cl)[nH]c(=O)[nH]1,O,mol_2879_solute_opt,mol_2879_solvent_opt,50,25
2880.0,O=P(O)(c1ccccc1)c1ccccc1,O,mol_2880_solute_opt,mol_2880_solvent_opt,50,15
2881.0,COc1cc(C(=O)O)cc(OC)c1O,O,mol_2881_solute_opt,mol_2881_solvent_opt,50,10
2882.0,O=C(O)c1ccc(O)c(O)c1,O,mol_2882_solute_opt,mol_2882_solvent_opt,50,26
2883.0,CN(C)CCn1[nH]nnc1=S,O,mol_2883_solute_opt,mol_2883_solvent_opt,50,18
2884.0,O=C(O)c1ccncc1,O,mol_2884_solute_opt,mol_2884_solvent_opt,50,23
2885.0,C1N2CN3CN1CN(C2)C3,O,mol_2885_solute_opt,mol_2885_solvent_opt,50,20
2886.0,Clc1ccc2c(Cl)ccnc2c1,O,mol_2886_solute_opt,mol_2886_solvent_opt,50,25
2887.0,CC(C)Br,O,mol_2887_solute_opt,mol_2887_solvent_opt,50,27
2888.0,NC(N)=S,O,mol_2888_solute_opt,mol_2888_solvent_opt,50,24
2889.0,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,O,mol_2889_solute_opt,mol_2889_solvent_opt,50,12
2890.0,O=C(O)c1ccc(Cl)cc1C(=O)O,O,mol_2890_solute_opt,mol_2890_solvent_opt,50,14
2891.0,O=C(O)c1cccc(Cl)c1C(=O)O,O,mol_2891_solute_opt,mol_2891_solvent_opt,50,16
2892.0,CCc1occc(=O)c1O,O,mol_2892_solute_opt,mol_2892_solvent_opt,50,27
